,Accuracy,Bearing,acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z,second,Speed,label
0,10.0,22.71958923339844,-0.40823364257812506,-9.653903198242187,0.39028930664062506,0.04222788119262343,-0.13355326760972966,0.006158293704699231,0.0,2.6700000762939453,1.0
1,10.0,33.180259704589844,-1.2731506347656252,-9.746914672851565,0.27918395996093753,0.012036422862722123,-0.20562772777108912,0.0016338493287636124,1.0,2.6700000762939453,1.0
2,10.0,48.54313278198242,-1.5753631591796875,-9.421075439453128,0.32838134765625004,-0.08131775967280648,-0.33591356303940056,-0.08314255765172877,2.0,4.429999828338623,1.0
3,10.0,65.16069030761719,-1.1967376708984376,-9.648519897460938,-0.3321197509765625,0.057479538439398216,-0.3020538666240241,0.017867147753341608,3.0,4.849999904632568,1.0
4,10.0,82.69941711425781,-1.718020629882813,-9.79461669921875,0.6830810546875,0.03021995415356515,-0.23552756996162674,-0.02154231005765096,4.0,4.849999904632568,1.0
5,10.0,91.98977661132812,-0.518292236328125,-9.712521362304688,0.600537109375,0.032668198143674984,-0.06023271437432212,-0.01681173701334321,5.0,6.510000228881836,1.0
6,10.0,94.09950256347656,0.30325927734375,-9.538311767578127,0.34453125,0.04897713034321124,0.04033597155423113,0.01067368333292858,6.0,7.8400001525878915,1.0
7,10.0,94.09950256347656,-0.9858917236328124,-9.898843383789066,1.006378173828125,0.01763651800294075,-0.06443864468388427,-0.16690137077970188,7.0,8.699999809265138,1.0
8,10.0,94.09950256347656,0.1434051513671875,-9.909609985351565,-0.07611389160156251,0.06251158131910294,0.046095323727636486,0.0408760606232992,9.0,10.270000457763672,1.0
9,10.0,94.09950256347656,0.21727600097656247,-10.415640258789065,-0.35380249023437504,0.09821897889877636,0.06402638734714,0.08053585557675921,10.0,10.670000076293944,1.0
10,10.0,94.09950256347656,-0.0794036865234375,-9.734503173828122,-0.708203125,0.019488213908872842,0.028994367419910683,0.017725467583349398,11.0,10.949999809265137,1.0
11,10.0,94.09950256347656,-0.3040069580078125,-9.129629516601565,-0.4810577392578125,0.022185197144796085,-0.004741758320886085,-0.025895779491603488,12.0,10.93000030517578,1.0
12,10.0,94.09950256347656,0.072674560546875,-9.916937255859377,-0.7648773193359375,0.0591091267104177,0.03417448205622381,-0.005286907396025304,13.0,11.06999969482422,1.0
13,10.0,94.09950256347656,0.35081176757812504,-9.794915771484378,-0.0897216796875,0.042461973052441385,0.06335367285578597,0.015303322571922328,14.0,11.119999885559082,1.0
14,10.0,93.0219955444336,-0.1640411376953125,-9.625939941406253,-0.07895507812500001,0.049436525631249915,0.02907293067206802,0.028858279888207636,15.0,11.9399995803833,1.0
15,10.0,93.0219955444336,0.049346923828125014,-9.611434936523438,-0.328082275390625,0.0379284739287995,-0.0041420144434002396,0.0035031220978902298,16.0,12.149999618530273,1.0
16,10.0,93.0219955444336,-0.0988433837890625,-9.538162231445312,-0.12261962890625,0.05848914280864725,0.013165336848806714,0.0010080064725949917,17.0,12.270000457763672,1.0
17,10.0,92.00323486328124,-0.4830017089843751,-9.799850463867188,-0.5283111572265625,-0.0010655307521407029,-0.03721394780833125,-0.04028723570628268,18.0,12.380000114440918,1.0
18,10.0,92.00323486328124,-0.8317199707031251,-9.1025634765625,-0.170770263671875,-0.0018887138450841962,-0.0564472972008835,-0.12309396874455247,19.0,12.270000457763672,1.0
19,10.0,92.00323486328124,-0.3736907958984375,-10.513137817382812,-0.90858154296875,-0.07493789096541266,0.05865745458954026,0.05454340333758585,20.0,12.390000343322756,1.0
20,10.0,93.00828552246094,-0.214434814453125,-9.529788208007815,0.024673461914062503,0.09616568169832526,0.06430628557770733,0.009563411474474544,21.0,12.6899995803833,1.0
21,10.0,93.00828552246094,-0.93968505859375,-8.64259033203125,0.1610504150390625,0.07503456371298252,0.03796362765518855,-0.10162436298466067,22.0,13.079999923706055,1.0
22,10.0,91.9710693359375,-0.184527587890625,-10.174588012695313,-0.8885437011718751,0.020830979730490792,-0.0009869674999833655,-0.03221998813221465,23.0,13.170000076293945,1.0
23,10.0,91.9710693359375,0.61429443359375,-10.508053588867188,-0.5682373046875,0.03263730547503007,-0.009462211353051534,-0.0562488916996726,24.0,13.260000228881836,1.0
24,10.0,93.0297393798828,0.32180175781250003,-9.751998901367188,-0.6772491455078126,0.06479657353439093,0.02837385088592222,-0.015057246487199003,25.0,13.4399995803833,1.0
25,10.0,93.0297393798828,-0.189910888671875,-9.694277954101565,-0.030953979492187506,0.08007832450148361,0.03485438708252104,0.0014237259187563607,26.0,13.84000015258789,1.0
26,10.0,93.0297393798828,-0.25884704589843754,-9.296960449218753,-0.6936981201171876,0.006887467211162926,0.00025539714853859894,0.04967461223270299,27.0,14.130000114440918,1.0
27,10.0,94.05142211914062,0.046954345703125004,-11.36474609375,-1.3568908691406252,0.12241885740821737,0.11125861454413133,0.23239116514584046,28.0,14.270000457763672,1.0
