,Accuracy,Bearing,Speed,acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z,second,label
0,3.9,0.0,0.0,0.34248352,9.144119,3.3832092000000005,4.5776367e-05,-7.6293945e-05,-4.5776367e-05,0.0,1.0
1,3.9,0.0,0.0,0.3041687,9.136932,3.397583,-0.00016784668000000005,0.0001373291,-0.00015258788999999998,2.0,1.0
2,3.9,0.0,0.0,0.35205078,9.136932,3.402359,-0.00016784668000000005,-0.00018310547,-0.0002593994,3.0,1.0
3,3.9,0.0,0.0,0.32092285,9.163269,3.3880004999999995,-0.00048828125,7.6293945e-05,0.0002746582,4.0,1.0
4,6.234,0.0,-1.0,0.3616333,9.273407,3.112671,0.0009613037,0.00018310547,0.0004272461,5.0,1.0
5,3.9,130.0,0.23,0.32571409999999995,9.062714,3.6345978,-0.0007476806599999999,3.0517578e-05,0.002243042,7.0,1.0
6,3.9,129.0,0.33,0.36880493,9.280594,2.923523,0.0016479492000000002,-0.0001373291,0.0013427734,8.0,1.0
7,3.9,129.0,0.24,0.42626953,9.788162,1.8102264,0.0029296875,0.005676269499999999,-0.014907837,9.0,1.0
8,3.9,130.0,0.69,0.62260437,9.852798,1.7024841,-0.0015411377,-3.0517578e-05,0.0019836426,10.0,1.0
9,3.9,130.0,2.29,0.5866852,9.891113,1.9323273,0.017669678,0.002532959,-0.003829956,11.0,1.0
10,3.9,129.0,3.81,0.62498474,9.330872,2.468628,0.0016937256,-0.0015716553,0.013061523,12.0,1.0
11,3.9,130.0,5.06,0.19642639,9.117783,2.2531433,0.057998657,-0.009613037,0.017532349,13.0,1.0
12,3.9,130.0,6.45,0.08630371,9.263824,2.401596,0.00010681152,0.012969971,-0.021087646,14.0,1.0
13,3.9,130.0,7.7,0.28981018,9.5798645,2.607483,0.005218506,-0.004760742,0.0043182373,15.0,1.0
14,3.9,129.0,8.29,-0.16270447,9.859985,2.8038177,0.022903442000000003,0.013977051,0.035858154,16.0,1.0
15,3.9,128.0,8.91,0.550766,9.407486,2.2292023,-0.00010681152,0.0042877197,0.009963989,17.0,1.0
16,3.9,127.0,9.61,0.2682495,9.388336,2.5308685,0.009475708,-0.010513306000000002,0.00038146973,18.0,1.0
17,3.9,128.0,10.37,0.51246643,9.335663,2.3608856,-0.002670288,-0.0008239746000000001,0.0072021484,19.0,1.0
18,3.216,128.0,11.01,0.48373413,9.546341,2.8397217,0.008728027,0.0009918213,0.0049591064,20.0,1.0
19,3.9,128.0,11.75,0.23234558,9.385941,2.4590454,0.00021362305,0.008117675999999999,-0.015274048,21.0,1.0
20,3.9,128.0,12.68,0.20361328,9.378754,3.196457,-0.008102416999999999,0.0023651123,-0.004196167,22.0,1.0
21,3.9,128.0,13.45,0.62260437,9.66127,2.978592,0.0018005371,-0.009353638,0.005065918,23.0,1.0
22,3.9,128.0,13.65,0.35684204,9.271011,3.3401184,0.005432129,-0.014678955,0.014434814,24.0,1.0
23,3.9,128.0,13.84,0.40711975,8.732315,3.2443542,0.0129852295,-0.0071105957,0.012420654,25.0,1.0
24,3.9,129.0,13.91,0.29219055,9.862381,3.2419586,0.028656006,-0.00018310547,-0.0067596436,26.0,1.0
25,3.9,128.0,14.12,0.29219055,9.103424,3.2251892000000004,-0.013961792,0.007598876999999999,-0.013046265,27.0,1.0
26,3.9,128.0,14.28,0.34008790000000005,9.036377,3.3329315000000004,0.0035095215000000004,0.003540039,-0.006866455,28.0,1.0
27,3.9,128.0,14.25,0.33529663,9.678024,3.2108307000000003,0.0066070557,-0.002532959,-0.0031280518,29.0,1.0
28,3.9,128.0,14.25,0.17967224,9.306931,2.995346,0.018218994,-0.004760742,0.0110321045,30.0,1.0
29,3.9,128.0,14.53,0.19882202,8.634155,2.4087677000000003,-0.009796143,0.007064819300000001,0.010925293,31.0,1.0
30,3.9,128.0,15.29,0.2467041,9.311722,3.0671844,-0.014282227,0.007369995,0.00730896,32.0,1.0
31,3.9,127.0,15.79,0.13418579,9.5224,2.9139557000000003,0.0075531006,0.013336182,-0.008468628,33.0,1.0
32,3.9,127.0,15.79,0.45739746,9.785767,2.8181763,-0.0012817383,0.012710571,-0.01272583,34.0,1.0
33,3.9,126.0,16.32,-0.04537964,8.904709,2.9307098,-0.0055389404,0.015045166,-0.00440979,35.0,1.0
34,3.9,126.0,16.92,-0.16749573,9.488892,3.1988525,-0.01864624,0.02293396,0.0043182373,36.0,1.0
35,3.9,125.0,17.51,-0.13876343,9.766617,3.1749115000000003,-0.0038452148,0.019317627,-0.0045166016,37.0,1.0
36,3.9,123.0,17.84,-0.08848572,9.364395,3.2778625,-0.012145996,0.017822266,0.005065918,38.0,1.0
37,3.9,122.0,17.99,0.49092102,9.6588745,3.2060394,-0.0021362305,-0.0008239746000000001,0.023925781,39.0,1.0
38,3.9,122.0,18.53,-0.09326172,8.971741,3.2730713,0.008514404,0.026657104,-0.009002686,40.0,1.0
39,3.9,121.0,19.03,-0.12438965,9.4410095,3.1414032000000005,0.007659912,0.019729614,0.011779785,41.0,1.0
