,Accuracy,Bearing,Speed,acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z,second,label
0,23.049,0.0,-1.0,0.09355582,9.919963,0.043047745,0.0005410521,-0.0006457718,0.00038397242,0.0,1.0
1,34.05,0.0,-1.0,0.08708189999999999,9.858806,0.06805279,-0.002443461,0.0037350047,-0.00020943952,10.0,1.0
2,37.796,0.0,-1.0,0.10257718,9.997755,-0.015380352,-0.00066322513,0.0010471975,-0.0018151425,16.0,1.0
3,29.064,0.0,-1.0,0.1070687,9.873036,0.07124187,0.0018325957,-0.0037699111,0.00024434610000000003,21.0,1.0
4,25.26,0.0,-1.0,0.12015062,9.898971,0.07783071,0.0015184365,-0.0033161256,0.00061086525,27.0,1.0
5,29.779,0.0,-1.0,0.10315178,9.857322,0.05056554,0.0009773844,-0.0017976891,-0.00076794485,33.0,1.0
6,36.404,0.0,-1.0,0.0894761,9.96642,-0.02608722,0.014102261,-0.024975661,0.0035081117,39.0,1.0
7,24.908,0.0,-1.0,0.11851299,9.898664,0.05985504,-0.002565634,0.0020769418,-0.010000736,41.0,1.0
8,27.498,0.0,-1.0,0.05174349,9.796422,0.065821394,0.008185594000000001,0.0014835298000000002,-0.009128072,51.0,1.0
9,27.243,0.0,-1.0,-0.71608657,9.457384,0.46061566,0.08749335,-0.022567106,-0.06531022,57.0,1.0
10,26.493,0.0,-1.0,-1.0395815000000002,9.8147135,0.6658275,-0.017034413,0.4886573,-0.012252212,68.0,1.0
11,25.769,0.0,-1.0,0.48264232,10.097201,0.32522836,0.019233529,0.027000243,0.004066617,75.0,1.0
12,31.317,0.0,-1.0,0.43204805,10.803012,0.8924627,0.3450865,-0.046286132,0.045448374000000014,81.0,1.0
13,25.116,0.0,-1.0,-0.0014460979,9.557586,0.2294124,0.014241886,0.013927727,0.04384267,83.0,1.0
14,36.985,0.0,-1.0,0.16728766,10.209354,1.465261,-0.022479841,0.04829326,-0.050021138,91.0,1.0
15,35.951,0.0,-1.0,-0.30339324,10.921449,-1.3071958,0.21135937,0.052674036,0.05363397,99.0,1.0
16,37.626,107.0,2.7266772,0.9130049,9.93698,1.6035405,0.0059515727,0.10883873,-0.0008726646000000001,112.0,1.0
17,36.505,103.0,2.2687287,-0.38972816,9.784633,-0.2790969,-0.0010471975,0.081140354,-0.012130038,113.0,1.0
18,35.723,103.0,1.2085438,-1.9552871,9.331391,-0.83439845,0.02094395,0.31979668,-0.025481807,114.0,1.0
19,35.185,103.0,1.141636,-1.6130503,9.902821,-0.031584308,-0.038938295,0.521452,-0.00853466,115.0,1.0
