,Accuracy,Bearing,acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z,second,Speed,label
0,22.265,0.0,0.12017822,9.258560000000001,-2.2420502,-0.00030517577999999995,0.0001373291,-0.0006408691400000001,0.0,-1.0,1.0
1,22.288,0.0,0.03579712,9.372284,-2.1187592,-0.0006408691400000001,0.00044250488,-0.0005645752,19.0,-1.0,1.0
2,23.115,0.0,0.41049194,9.108322,-2.0577087,-0.10455322,-0.0095825195,-0.003753662,25.0,-1.0,1.0
3,23.089000000000002,0.0,0.24468994,9.414185,-2.0870361,9.1552734e-05,-0.0026855469,0.0005187988,30.0,-1.0,1.0
4,23.084,0.0,0.29257202,9.370499,-2.1821900000000003,-0.0006103515599999999,-0.0010375977,-6.1035155999999994e-05,35.0,-1.0,1.0
5,22.261999999999997,0.0,0.1279602,9.215469,-2.1887817000000003,-0.00042724610000000003,-0.0012207030999999999,0.00047302246,40.0,-1.0,1.0
6,22.267,0.0,0.19381714,9.396225,-2.1396942,0.0009002685499999999,0.00021362305000000001,-0.0016174316,45.0,-1.0,1.0
7,22.293000000000003,0.0,-0.03363037,9.623672500000001,-1.4950562,-0.0005340576,-0.0033569335999999996,-0.00065612793,50.0,-1.0,1.0
8,25.410999999999998,0.0,0.053756714000000004,9.719452,-2.4162292,0.004638672,-0.006591797,0.0012664795,55.0,-1.0,1.0
9,23.131,0.0,-0.37123108,9.11731,-2.4329834,0.013961791999999999,0.35575867,-0.08869934,60.0,-1.0,1.0
10,24.433000000000003,0.0,0.45059204,9.003586,-2.73526,-0.005065918,-0.06460571,0.0072784424,65.0,-1.0,1.0
11,26.872,0.0,-0.13121033,9.436325,-1.9858703999999998,0.004852295,-0.012832642,-0.015350342,70.0,-1.0,1.0
12,31.458000000000002,0.0,1.2317046999999999,9.291489,-2.727478,0.021469116,-0.09048462,0.049942017000000005,76.0,-1.0,1.0
13,28.561,0.0,-0.33709717,9.647018,-2.8076935,0.0019226074,0.06669617,-0.012588501,81.0,-1.0,1.0
14,26.796999999999997,0.0,-1.3929443000000001,10.068405,-1.1945801,0.05117798,0.44006348,-0.12049866,86.0,-1.0,1.0
15,33.374,149.0,-1.3067474,9.242401,-3.4499207000000003,0.06300354,0.39196777,-0.08044433599999999,91.0,3.02,1.0
16,30.34,146.0,0.24827576,9.935516,-2.7855377,-0.011398315,0.20043945,-0.017059326,92.0,3.48,1.0
17,28.823,130.0,0.6145935,9.114303999999999,-2.9698944,-0.03100586,-0.0020751953,0.017501831000000002,93.0,4.02,1.0
18,22.755,120.0,-0.6052550999999999,9.274719000000001,-3.4259796000000002,0.019500732,0.004852295,-0.0024719238,94.0,4.25,1.0
19,22.755,117.0,-2.3458405,12.435058999999999,-2.0900116,0.021835327,0.05198669400000001,-0.009017944,95.0,4.13,1.0
20,24.272,115.0,-0.34069824,8.461884,-2.3210602000000002,0.056884765999999996,-0.015914917,0.009628296,96.0,4.13,1.0
21,48.956,185.74525,0.73550415,8.96347,-3.6007538,-0.0028839111,0.0040588379999999995,0.011383057,99.0,2.85,1.0
22,48.95399999999999,187.35352,1.0060425,8.721664,-4.1406555,0.0007934570299999999,0.0073547363,0.00045776367,100.0,2.85,1.0
23,47.422,213.52014,0.028015137000000002,8.522934,-3.1997375,-0.05517578,0.05519104,-0.045028687000000005,101.0,2.58,1.0
24,24.766,122.66125,-0.14556885,9.375275,-2.4060516,0.0009002685499999999,0.0630188,-0.024307251000000002,102.0,-1.0,1.0
25,24.875999999999998,124.75951,-0.25450134,9.314224000000001,-2.2300720000000003,-0.0030822754,0.037719727,-0.008117675999999999,103.0,2.16,1.0
26,24.875999999999998,72.62232,0.23033142,9.283096,-2.5389252,0.00047302246,0.009490967,-0.0034790040000000004,104.0,2.16,1.0
27,25.124000000000002,81.36889000000001,0.40270996,9.056854,-3.2164917,-0.0016479492000000002,-0.0018005370999999999,0.00047302246,105.0,2.02,1.0
28,25.131,41.073074,0.06991577,9.183746000000001,-2.529358,-0.0006408691400000001,-0.0016479492000000002,-0.0027313232,106.0,2.02,1.0
29,21.051,138.7412,0.6134033,9.134659,-3.332611,-0.0010070800999999999,-0.0053253174,-0.0014038085999999999,107.0,-1.0,1.0
30,22.248,118.20555,0.5643158,9.111908,-3.3709105999999998,-0.0016021729,-0.0012207030999999999,-0.0027313232,108.0,0.16,1.0
31,22.248,77.33678,0.6409302,9.131072999999999,-3.2978973,-0.0011138916,0.0063476562,-0.00033569336000000005,109.0,0.16,1.0
32,22.247,184.53264,0.81451416,8.769546499999999,-3.5241394,0.0018615723,0.0060729980000000005,0.0016937256,110.0,0.16,1.0
33,22.248,324.27814,0.47453308,9.036499000000001,-3.315857,0.0047912598,0.0027313232,0.0015258789000000001,111.0,0.16,1.0
34,21.587,306.89117000000005,0.39671326,9.103531,-2.9662933,0.0012664795,0.00982666,-0.0032653809000000003,112.0,-1.0,1.0
35,10.619000000000002,0.0,0.55233765,8.935944000000001,-3.708496,0.00010681152,0.01966858,-0.005981445300000001,113.0,0.0,1.0
36,9.102,0.0,0.48889160000000004,8.867706,-4.0783997,0.010116577,0.12066650400000001,-0.040008545,114.0,0.0,1.0
