,Accuracy,Bearing,Speed,acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z,second,label
0,4.327,78.0,1.94,0.9559479,9.445862,1.9307404,-0.023696900000000003,-0.10133362,-0.005554199,0.0,1.0
1,4.667,142.0,2.46,0.47232056,9.922302,0.042922974,-0.008239746,-0.036346436,-0.014083862,2.0,1.0
2,4.83,122.0,1.54,0.43641663,9.658951,-1.0081482,0.021591187,-0.0038604736,-0.016738892,3.0,1.0
3,4.73,111.0,1.83,0.28318787,9.164551,-0.63105774,-0.05618286,-0.043807983,-0.0007476806599999999,4.0,1.0
4,5.2879999999999985,123.0,2.41,0.5848541,9.680496,0.205719,-0.014099121,-0.025161743,0.017349243,5.0,1.0
5,6.428,125.0,3.17,0.16346739999999998,9.612259,-0.7184448,-0.014099121,-0.03262329,0.008834839,6.0,1.0
6,10.72,98.0,5.4,1.0625,9.670914,0.44274902,-0.0036621094,-0.010040283,0.0021209717,7.0,1.0
7,11.792,100.0,4.3,0.90208435,9.643387,1.6183014,-0.005203247,0.02368164,0.012496948,8.0,1.0
8,16.079,100.0,4.34,0.18382263,9.626633,1.7164612,-0.001953125,0.029815674,0.0012664795,9.0,1.0
9,16.079,127.0,7.55,0.089263916,9.912735,2.7734985,0.0020446777,0.004501343,-0.0054016113,10.0,1.0
10,20.368,126.0,4.15,0.43522644,9.611069,0.010604858,0.009552002,0.0040740967,-0.0029907227,11.0,1.0
11,20.368,132.0,5.93,0.5321808000000001,9.602676,0.32781982,-0.0004119873000000001,0.0001373291,0.00019836426,12.0,1.0
12,11.137,0.0,0.0,1.0241851999999998,9.51889,0.72406006,0.08656311,0.0046691895,-0.00022888184,13.0,1.0
13,7.977,0.0,0.0,-0.053207397,9.7487335,0.0034179688,0.014663696,-0.0011901855,0.030670166,14.0,1.0
14,7.224,248.0,0.44,-0.06756592,9.65535,-0.61668396,-0.0061187744,0.120788574,0.0093688965,15.0,1.0
15,5.64,0.0,0.0,0.048553467,9.731979,0.3493805,0.012542725,0.2571411,0.0077667236,16.0,1.0
16,4.978,0.0,0.0,0.1921997,9.752319,0.59358215,0.023727417,-0.007049560500000001,-0.010345459,17.0,1.0
17,4.622,0.0,0.0,1.418045,9.67691,0.45231628,0.010406494,-0.2025299,-0.031661987,18.0,1.0
18,4.4060000000000015,0.0,0.0,-0.25671387,9.625427,2.10672,0.013061523,-0.19294739,-0.009277344,19.0,1.0
19,4.791,154.0,0.25,0.51782227,9.757111,1.2256622,-0.01676941,-0.06350708,-0.053497314,20.0,1.0
20,5.15,267.0,0.4,-0.4003601,9.752319,-0.21446228,0.001876831,-0.055526733,0.06742859,21.0,1.0
21,5.69,0.0,-1.0,0.8386383,9.527267,0.6306915,0.0056152344,0.064315796,-0.06468201,22.0,1.0
22,5.905,198.0,0.26,0.9032898,9.625427,0.54330444,0.0098724365,0.017456055,-0.015151978,24.0,1.0
23,5.448,0.0,0.0,0.57647705,9.65416,0.53253174,-0.0029144287,-0.0054626465,0.0077667236,25.0,1.0
24,5.707999999999998,148.0,0.29,0.45796204,9.674515,0.43437195,-0.0018463135,0.0019989014,-0.0039520264,26.0,1.0
25,5.59,99.0,0.42,0.50465393,9.678101,0.44514465,-0.0013275146,0.0036010742,0.0008392333999999999,27.0,1.0
26,5.831,98.0,0.42,0.5345764000000001,9.668533,0.44514465,-0.0013122559,0.0004119873000000001,-0.00022888184,28.0,1.0
27,5.6610000000000005,0.0,0.0,0.7225189000000001,9.710419,0.5744324000000001,0.017868042,0.020645142,-0.017807007,29.0,1.0
28,7.42,0.0,0.0,0.36099243,9.626633,0.17100525,-0.035964966,0.010696411,0.0051574707,555.0,1.0
29,7.372999999999998,0.0,0.0,0.6195679000000001,9.702042,0.6390686,0.010375977,0.013900757,-0.02999878,556.0,1.0
30,7.338999999999999,0.0,0.0,0.29754640000000004,9.661346,0.4212036,-0.013061523,0.0101623535,0.009963989,557.0,1.0
31,7.316,0.0,0.0,0.29994202,9.686478,0.23805237,-0.026382446,0.006439209,0.010482788,558.0,1.0
32,7.466,0.0,0.0,0.17065429999999998,9.668533,0.042922974,-0.026382446,0.006973266600000001,0.007293701,559.0,1.0
33,7.581,0.0,0.0,0.34184265,9.644592,-0.19172668,0.008773804,0.0032501220000000003,-0.010284424,560.0,1.0
34,7.818,0.0,0.0,0.98709106,9.682892,1.3800812,0.041275024,0.061294555999999986,-0.07899475,561.0,1.0
35,7.8439999999999985,0.0,0.0,0.3981018,9.825348,0.70970154,0.020492554,0.000579834,-0.0049591064,562.0,1.0
36,7.862999999999999,0.0,0.0,0.3765564,9.660141,0.02973938,0.023696900000000003,0.0011138916,-0.02999878,563.0,1.0
37,7.876,0.0,0.0,-0.12263489,9.566772,-0.122283936,-0.009338379,-0.046829224,0.029663086,564.0,1.0
38,7.886,0.0,0.0,0.9332123,9.761902,1.1969299,0.0029144287,0.013900757,-0.049179077,565.0,1.0
39,7.894,0.0,0.0,0.35740662,9.685287,0.9575043,0.053512573,0.008575439,0.0041046143,566.0,1.0
40,7.899,0.0,0.0,0.3645935,9.687683,0.0022125244,-0.0029449463,0.0016479492000000002,-0.016677856,567.0,1.0
41,7.903,0.0,0.0,0.14552307,9.5979,0.284729,-0.020523071,-0.0058288574,0.012084961000000002,568.0,1.0
42,7.905,0.0,0.0,0.30354309999999995,9.785843,0.69892883,0.008239746,-0.011138916,0.010482788,569.0,1.0
43,7.709,0.0,0.0,0.3143158,9.6697235,0.042922974,-0.02319336,-0.00048828125,-0.0065612793,570.0,1.0
44,7.575,0.0,0.0,0.39331055,9.643387,0.2631836,0.017303467,-0.0026245117,-0.02520752,571.0,1.0
