,Accuracy,Bearing,acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z,second,Speed,label
0,4.0,116.0,-0.9960183000000001,9.138947,-1.7645805,0.066079736,0.17300926,-0.0068105366,0.0,13.781901999999999,1.0
1,4.0,108.0,-1.8364087,9.668080999999999,0.071828246,-0.06708889,0.09359677,-0.025747358999999997,1.0,13.989201000000001,1.0
2,4.0,100.0,-1.8364087,8.849239,-0.07901107,-0.09274522,0.16262454,-0.027579954,2.0,14.116007999999999,1.0
3,6.0,92.0,-0.9768641,10.072714,-0.5363176,0.07524271,0.23592837,0.022510996000000002,3.0,14.512642999999999,1.0
4,6.0,81.0,-1.5826156,10.161303,0.05027977,0.001328021,0.12658350000000002,-0.015973516,4.0,14.634162,1.0
5,6.0,73.0,-2.2099156000000004,9.876384,-0.19633053,0.034314744,0.18461569,-0.033077743,5.0,14.677789,1.0
6,8.0,64.0,-1.2833313,9.354432000000001,0.057462595,0.13816184,0.20171992,0.010904555,6.0,14.604585,1.0
7,8.0,55.0,-0.72546524,9.634561999999999,-0.098165266,0.21879604,0.13391387,0.06771503,7.0,14.455893,1.0
8,8.0,48.0,-0.30646718,10.271438999999999,-0.6464542,0.1650399,0.12169657,-0.008643133,8.0,14.544115,1.0
9,8.0,41.0,-0.39505535,10.024828999999999,-0.7350424,-0.04876293,0.07527082,-0.05751235,9.0,14.000732999999999,1.0
10,8.0,32.0,0.50040346,9.557945,-0.92658436,0.13449664,0.069773026,-0.008643133,10.0,13.351503,1.0
11,8.0,30.0,0.67757976,9.340066,-1.1684061000000001,-0.03837822,-0.061563,-0.033688605,11.0,12.870234,1.0
12,8.0,27.0,0.66321415,9.478933999999999,-1.3144568,0.004993213,-0.05362175,0.0035741725,12.0,12.4936495,1.0
13,6.0,25.0,1.3216397,9.426260000000001,-1.6592325,0.022097439,-0.10615616,-0.0025344798,13.0,12.208112,1.0
14,6.0,27.0,0.9433443000000001,9.4932995,-1.4054393,-0.23446596,-0.14158635,-0.022693032000000002,14.0,11.867475,1.0
