,Accuracy,Bearing,Speed,acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z,second,label
0,16.0,82.28276824951172,3.5644755363464355,0.8264862060546876,-10.76465759277344,-1.1485870361328123,0.12466310325882715,0.07745058345390242,0.08127195330205712,0.0,1.0
1,16.0,68.25859069824219,2.4540836811065674,0.5117126464843751,-9.183761596679688,-0.210546875,0.0689297995461939,0.17630366100822664,0.03845151876689106,1.0,1.0
2,16.0,61.70996475219727,2.4540836811065674,0.0345428466796875,-9.952676391601566,-1.47921142578125,-0.053274140762054084,0.03376675209333268,-0.007115700116582717,2.0,1.0
3,16.0,58.49230194091797,2.4540836811065674,0.4964599609375001,-10.336386108398438,-1.016845703125,0.10402946376511124,0.03455265093101506,-0.01804664481081295,3.0,1.0
4,16.0,55.3723030090332,1.2807621955871582,0.165985107421875,-9.759176635742188,-2.1528717041015626,-0.08646218795051255,0.05030072140498062,-0.0072238244568399316,4.0,1.0
5,16.0,53.36667251586914,1.2807621955871582,0.289801025390625,-9.727325439453123,-2.4465606689453128,0.0006684534336098887,0.01854838436018388,0.05345843150948757,5.0,1.0
6,16.0,52.35519409179688,1.2807621955871582,0.081646728515625,-9.896600341796878,-1.0584167480468751,0.021140172733048992,0.017532388404318647,0.02863910173049412,6.0,1.0
7,16.0,52.35519409179688,1.2807621955871582,0.00299072265625,-9.516928100585938,-0.9817047119140626,-0.006612628986666748,-0.011660650832911944,0.012133894558619024,7.0,1.0
8,16.0,52.35519409179688,1.2807621955871582,0.1939483642578125,-9.887030029296877,-1.158905029296875,0.03619102763363181,-0.0020261329573322846,0.04739654423624921,8.0,1.0
9,16.0,52.35519409179688,1.2807621955871582,-0.0034393310546875,-10.006060791015628,-1.0069763183593752,-0.04910176628222695,-0.005698365784442546,0.004132693379584961,9.0,1.0
10,16.0,52.35519409179688,1.2807621955871582,0.094207763671875,-9.733157348632815,-0.9525451660156252,0.0028991171626602586,-0.0013057478824658505,0.012591425633894638,10.0,1.0
11,16.0,52.35519409179688,1.2807621955871582,0.107366943359375,-10.012490844726566,-1.074566650390625,-0.0008498147038442849,-0.00120960776711399,0.01520425297937138,11.0,1.0
12,16.0,52.35519409179688,1.2807621955871582,0.0514404296875,-9.876412963867187,-0.9980041503906252,-0.0038120487843394217,-0.008172176121017151,0.02766704793261519,12.0,1.0
13,16.0,52.35519409179688,1.2807621955871582,0.10048828125,-10.199560546875,-1.139764404296875,0.005787049048742186,0.006372411856341602,0.017449297778308174,13.0,1.0
14,16.0,52.35519409179688,1.2807621955871582,0.16209716796875,-9.761868286132813,-0.9873870849609376,0.053494916816421656,-0.009364739657154631,0.03629888565778002,89.0,1.0
