,Accuracy,Bearing,Speed,acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z,second,label
0,3.0,133.0,0.0,2.2625897,8.775017,3.5914123,0.18359311,0.011999837,-0.057958283,0.0,1.0
1,3.0,133.0,0.0,0.10774237,8.700794,4.63771,0.004609589,0.027271466,0.016567277,1.0,1.0
2,3.0,133.0,0.0,0.29210153,8.846846000000003,4.3456087,0.03637458,0.023606278,-0.001758681,2.0,1.0
3,3.0,133.0,0.0,0.6847626,8.739103,3.7877429,0.00705305,-0.067412645,0.07093428,3.0,1.0
4,3.0,133.0,0.0,0.45970076,8.995291,2.9210153,-0.03265319,-0.06924524,0.06849082,4.0,1.0
5,3.0,133.0,0.0,-0.73743665,9.895537,3.2921278,-0.06563991,0.0987427,-0.051849633,5.0,1.0
6,3.0,133.0,0.0,0.7541966,9.490906,1.8771114,-0.07358116,-0.13155350000000002,0.05566265,6.0,1.0
7,3.444,133.0,3.691931700000001,-0.28252444,9.091062,2.6887705000000004,-0.07052683,-0.012434772,0.030006312,7.0,1.0
8,3.9,136.0,5.7565827,-0.14844504,9.289786,3.2202997000000004,0.06936131,0.39317974,-0.1630271,8.0,1.0
9,3.9,136.0,6.318711799999999,0.8739103000000001,7.9920893,4.4389853,-0.05586607,0.032769255,-0.002369546,9.0,1.0
10,3.9,137.0,7.335585000000001,1.1540405,8.676852,2.865947,-0.16276748,-0.050919283,0.097812355,10.0,1.0
11,3.9,136.0,8.479599,-0.49800915,8.705584,3.8116856,-0.2855514,-0.201803,0.11430572,11.0,1.0
12,3.9,133.0,9.590514,-2.4445546,10.506078,4.14449,0.2911054,0.17998777,-0.15447499,12.0,1.0
13,3.9,136.0,10.439335,-2.6528566,10.822123,-1.2761483999999998,-0.35152483,-0.067412645,0.32077816,13.0,1.0
14,3.9,135.0,11.858582,-1.0582695,10.443827,3.6895776,0.23673838,0.16288355,-0.059180014,14.0,1.0
15,3.9,133.0,12.622139,-1.3168511,8.061523,5.952167,-0.1273373,-0.10528629,0.12835562,15.0,1.0
16,3.0,131.0,12.79193,-0.66800267,10.029617,3.869148000000001,-0.114509135,0.08408193,0.12469042,16.0,1.0
17,3.9,129.0,13.92315,-3.179597,9.306546,4.7191157,-0.24889949,-0.13949475,0.15950975,17.0,1.0
18,3.9,127.0,13.418782,0.15562786,8.2387,4.745453,-0.053422607,0.60026306,-0.25160256,18.0,1.0
19,3.9,126.0,14.0637245,-0.49082634,9.842864,3.6728175,0.03637458,0.105462216,-0.016419446,19.0,1.0
20,4.0,123.0,14.385269,-1.5275473999999998,8.207574000000001,9.514848,0.28682935,-0.36795834,0.02511939,20.0,1.0
21,4.0,118.0,13.462811,-1.0032011,9.682447,2.4852571,0.019270355,0.02299541,0.056273516,21.0,1.0
22,4.0,118.0,13.345278,-0.17957062,8.157294,4.146884,0.27827722,0.16777048,-0.30963477,22.0,1.0
23,4.0,113.0,14.014612,0.40223816,8.978531,6.368771,0.16771062,-0.039312843,-0.051238764000000006,23.0,1.0
24,3.9,110.0,13.850379,-0.56265455,9.440625,3.3400133000000003,0.12128485,0.062090784,0.16378579999999998,24.0,1.0
25,3.9,107.0,13.737504,-0.5506831999999999,9.577099,5.547535,-0.014327234,0.08163847,-0.25343516,25.0,1.0
26,3.9,106.0,13.452439000000002,-1.1085492,7.3839436,5.7175283,0.026600739,0.0003933972,0.1411838,26.0,1.0
27,3.0,103.0,13.145498000000002,-0.22985038,8.20518,4.0559015,-0.10229183,0.08408193,-0.046351846,27.0,1.0
28,3.9,102.0,12.894521,0.18196489,8.078283,4.276175,-0.13100250000000002,0.002225993,-0.008478199,28.0,1.0
29,3.9,102.0,12.855828,-0.33519846,8.612206,1.7741576,0.06630698,-0.10895149,-0.06589953,29.0,1.0
30,3.9,105.0,13.048115,-0.2657645,10.403124,4.0319586,0.021102952,0.052316945,-0.04024319,30.0,1.0
31,3.9,108.0,13.195621,-0.43336374,8.504464,1.5802214,-0.02654454,0.063312516,-0.2015116,31.0,1.0
32,3.9,112.0,13.423646,0.4932206,8.827691,3.2083282000000004,-0.019825019,-0.12300138,-0.08300376,32.0,1.0
33,3.9,115.0,13.402524,0.7015225,8.806142999999997,3.7135203,0.12128485,0.057203867,-0.12332086,33.0,1.0
34,3.9,118.0,13.870944,0.31125572,8.303345,4.7310870000000005,-0.13222423,-0.109562345,0.054440923,34.0,1.0
35,3.9,121.0,13.482653,1.4748733,8.875577,9.335278,0.18420397,-0.33313903,0.5333591999999999,35.0,1.0
36,3.9,123.0,13.130818,-1.3312168,10.084685,4.7334814000000005,0.39556336,0.29421958,-0.20273335,36.0,1.0
37,3.9,126.0,13.218604,1.0055954,8.564321000000001,4.745453,-0.21102585,-0.16881627,0.09292543,37.0,1.0
38,3.9,128.0,13.02271,0.22506183,8.107014999999999,3.4214187000000007,0.08463293,-0.0069369855,0.0025173756,38.0,1.0
39,3.9,131.0,13.294643,0.85954463,8.947405,4.632921700000002,-0.0051642545,0.062090784,-0.20762026,39.0,1.0
40,4.0,134.0,12.992503999999998,1.175589,8.3129225,4.0726614,0.06447438,-0.04114544,0.008015162,40.0,1.0
41,4.0,135.0,13.779889,3.3112822,9.45978,3.6488748,0.25323176,-0.24334185,0.13263167,41.0,1.0
42,4.0,141.0,13.762623,0.2681588,8.001666,3.7207031,-0.27638844,0.011999837,0.018399872,42.0,1.0
43,4.0,141.0,13.817025,1.9656997,7.6616793,7.7430850000000015,-0.0045533897,-0.12544484,0.08315159,43.0,1.0
44,4.0,146.0,14.125387,0.105348095,9.450203,5.5331693,-0.15849142,-0.27632856,0.11858177,44.0,1.0
45,4.0,149.0,14.186419,-0.31125572,8.545167,1.9585168,-0.035707515,-0.09673417,0.13079907,45.0,1.0
46,4.0,153.0,13.771854,0.69673395,9.529214,6.5842557,0.09562851,0.0065020495,0.0006847799499999999,46.0,1.0
47,4.0,155.0,13.798039,0.12450229,7.824489999999999,4.625739,-0.14444153,-0.1401056,0.117970906,47.0,1.0
48,3.9,157.0,13.726223999999998,0.75659084,8.447001,5.583449,-0.003942524,-0.08818206,0.030617176,48.0,1.0
49,3.9,158.0,13.431372,0.0047885496,9.256267,5.7127395,0.098682836,-0.0136565035,-0.07933857,49.0,1.0
50,3.9,159.0,12.848476,0.50758624,8.061523,5.7893567,-0.14260893,-0.008769582,0.041001886,50.0,1.0
51,3.9,158.0,12.713793,-0.5147691,8.633755,3.5507095,0.10845668,0.056592997,-0.056736555,51.0,1.0
52,4.0,158.0,12.7962265,-0.031125572,8.353624,4.4988422,-0.10473529,0.0003933972,-0.032912806,52.0,1.0
53,4.0,158.0,12.753246,0.32083282,8.38475,4.230683999999999,0.09990457,-0.025262943,0.020232467,53.0,1.0
54,4.0,157.0,12.742418,0.8140534,8.660092,3.0886145000000003,0.15671504,-0.030760732,0.1198035,54.0,1.0
55,4.0,157.0,12.597079,-1.0558752,11.1142235,0.37350687,0.063863516,0.061479922,0.05077573,55.0,1.0
56,3.9,157.0,12.455537,-1.5275473999999998,8.913885,4.8316464,-0.1328351,0.33881274,-0.08239289400000001,56.0,1.0
57,3.9,156.0,12.421711,1.1372806,9.284998,4.747847,0.30454442,0.030325795,-0.07017559,57.0,1.0
58,3.9,157.0,12.228659,-0.6249057,9.27542,5.6145744,-0.18109344,0.42311215,-0.15325327,58.0,1.0
59,3.9,157.0,12.236119,0.33040990000000003,8.473338,4.5251794,0.00705305,-0.10039937,-0.054293092,59.0,1.0
60,3.9,157.0,12.029719,-0.19393626,8.786988000000001,4.1420956,-0.13527855,0.10607308,-0.036578,60.0,1.0
61,3.9,157.0,11.9980345,-0.11492519,8.063917,5.854002,-0.06441818,0.08347107,-0.046351846,61.0,1.0
62,3.9,157.0,11.911378,1.3623424,8.945011000000003,4.40786,0.021713816,0.12378818,-0.06834299,62.0,1.0
63,3.9,158.0,11.804475,-0.38068968,8.336864,5.7989335,0.04431583,0.041932236,-0.10132972,63.0,1.0
64,3.9,157.0,11.302496,0.26097596,8.729526,4.7909440000000005,0.05286794,-0.06313659,0.01229122,64.0,1.0
65,3.9,158.0,9.959477,0.89067024,8.197997,4.8029150000000005,0.09318505,-0.07596476,0.062993035,65.0,1.0
66,3.9,158.0,9.780551,-0.26337022,9.182044,5.5882373,-0.027155403,-0.025873808,-0.0042021424,66.0,1.0
