,Accuracy,Bearing,Speed,acceleration_x,acceleration_y,acceleration_z,gyro_x,gyro_y,gyro_z,second,label
0,5.7,251.0,10.679972,-0.221,9.041,1.466,-0.22727133,-0.087976,0.095307335,0.0,1.0
1,5.7,248.0,9.504861,-0.5870000000000001,9.596,0.863,-0.124632664,-0.14296099999999998,0.043988,1.0,1.0
2,5.7,247.0,9.679352,-0.8109999999999999,10.144,1.101,0.17473010000000005,0.30669412,-0.17839578,2.0,1.0
3,5.7,247.0,9.644865,-0.385,9.456,1.466,-0.09041978,-0.05376311,0.0036656666,3.0,1.0
4,5.7,249.0,9.332429,1.145,9.085,4.37,-0.029325332000000006,-0.048875555,0.009775111,4.0,1.0
5,5.6,249.0,9.20941,0.644,8.869,1.241,-0.026881555,-0.05620689,0.04154422,5.0,1.0
6,5.6,249.0,9.213528,0.078,10.403,2.248,-0.03176911,-0.21994,0.043988,6.0,1.0
7,5.6,250.0,8.500637,0.361,7.974,2.826,-0.15517989,-0.095307335,0.14784856,7.0,1.0
8,5.6,246.0,7.861867399999999,-1.418,10.829,0.746,0.32013488,0.030547222,-0.11119189,8.0,1.0
9,5.6,245.0,7.884514999999999,-0.763,9.918,1.692,0.12585455,0.28958768,-0.1331859,9.0,1.0
10,5.6,246.0,7.6513456999999985,0.5,8.138,3.724,0.32624432,0.07331333,0.068425775,10.0,1.0
11,5.5,242.0,8.183569,-0.85,10.278,2.084,0.10630433,0.21260867,-0.10019489,11.0,1.0
12,5.5,234.0,8.027092999999999,-1.127,9.241,1.6,0.13685155,0.06353822,0.014662666,12.0,1.0
13,5.5,231.0,7.832528,-1.564,9.557,1.319,0.051319335,0.019550223,0.09775111,13.0,1.0
14,5.5,220.0,8.413135,-0.393,10.112,0.951,-0.0024437779,0.23582456,-0.07331333,14.0,1.0
15,5.5,213.0,9.364856,-2.571,8.808,2.0,-0.27859068,-0.12952022,-0.07331333,15.0,1.0
16,5.5,207.0,8.96852,-2.217,10.211,4.41,-0.029325332000000006,0.0061094444,0.09652922,16.0,1.0
17,5.5,200.0,8.392546000000001,0.969,9.34,5.6789999999999985,-0.12218889,0.072091445,0.16617689,17.0,1.0
18,5.4,196.0,8.261291499999999,0.023,9.874,2.313,-0.05376311,0.065982,0.04154422,18.0,1.0
19,5.4,197.0,7.6904645,0.204,10.232,0.875,0.06109444400000001,0.024437778,-0.11241378,19.0,1.0
20,5.4,194.0,7.103681599999999,0.312,10.193,1.7080000000000002,-0.03176911,0.052541222,-0.042766113,20.0,1.0
21,5.4,195.0,5.8616567,0.893,9.71,2.219,0.10752622,-0.09652922,-0.05620689,21.0,1.0
